Client,regnr,Marke,Fordonsslag,Fordonsstatus,Karosserikod,Arsmodell,TotalVikt,Egenklass,Motoreffekt,Handelsbet,Karossny,api_matched,UW_Kategori,classification_method,classification_confidence,classification_reasoning
Client - 8,REGNR1,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,880,PROACE,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR2,TOYOTA,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR3,TOYOTA,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR4,TOYOTA,PB,ITRAFIK,Halvkombi,2019.0,,Personbil,720,TOYOTA COROLLA,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR5,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2022.0,,Personbil,880,PROACE,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR6,TOYOTA,LB,ITRAFIK,Skåpbil,2021.0,,Lätt lastbil,810,PROACE CITY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 8,REGNR7,TIMARS CHEL,SLÄP,AVST,Övrigt,1900.0,,Släp,,,Övrigt,True,Släp,rule_based,,
Client - 8,REGNR8,TOYOTA,LB,ITRAFIK,Skåpbil,2021.0,,Lätt lastbil,960,PROACE CITY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 8,REGNR9,TOYOTA,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR10,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR11,TOYOTA,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,720,TOYOTA COROLLA,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR12,TOYOTA,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,720,TOYOTA COROLLA,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR13,TOYOTA,PB,ITRAFIK,Halvkombi,2019.0,,Personbil,720,TOYOTA COROLLA,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR14,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR15,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,540,TOYOTA YARIS HYBRID,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR16,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2023.0,,Personbil,880,PROACE,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR17,PEUGEOT,PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,960,508,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR18,NIEWIADOW,SLÄP,ITRAFIK,Släpkärra,2017.0,,Lätt släp,,BEG7527U,Släpkärra,True,Släp,rule_based,,
Client - 8,REGNR19,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR20,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR21,THULE C05,SLÄP,ITRAFIK,Skåp,2013.0,,Släp,,CE130035R,Skåp,True,Släp,rule_based,,
Client - 8,REGNR22,SUZUKI LT-F4WD,TGSK,ITRAFIK,Person,1991.0,,???,,,Person,False,Släp,ml_model,0.916,LogReg: Släp (92%)
Client - 8,REGNR23,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,540,TOYOTA YARIS HYBRID,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR24,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR25,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2019.0,,Personbil,720,TOYOTA COROLLA,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR26,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR27,TOYOTA,PB,ITRAFIK,Halvkombi,2019.0,,Personbil,720,TOYOTA COROLLA,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR28,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR29,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,730,TOYOTA PRIUS PLUS,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR30,TIKI,SLÄP,ITRAFIK,Släpkärra,2021.0,,Lätt släp,,CP250-R,Släpkärra,True,Släp,rule_based,,
Client - 8,REGNR31,PEUGEOT,PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,960,508,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR32,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,540,TOYOTA YARIS HYBRID,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR33,TOYOTA,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,720,TOYOTA COROLLA,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR34,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR35,TOYOTA,PB,ITRAFIK,Halvkombi,2021.0,,,,,,False,Personbil,ml_model,0.854,LogReg: Personbil (85%)
Client - 8,REGNR36,TOYOTA,PB,ITRAFIK,Halvkombi,2020.0,,,,,,False,Personbil,ml_model,0.854,LogReg: Personbil (85%)
Client - 8,REGNR37,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 8,REGNR38,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,720,TOYOTA COROLLA,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR39,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,730,TOYOTA PRIUS PLUS,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR40,RENAULT JL TRAFIC,PB,ITRAFIK,Fordon avsett för fler ändamål,2005.0,,Personbil,870,,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR41,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,540,TOYOTA YARIS HYBRID,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR42,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,540,TOYOTA YARIS HYBRID,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 8,REGNR43,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 8,REGNR44,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,680,TOYOTA YARIS,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR45,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR46,TRAILERGRUPPEN D 1000,SLÄP,ITRAFIK,Flak - Godslåda,1996.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR47,RENAULT,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,1070,TRAFIC,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR48,SEAT,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,700,ARONA,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR49,RENAULT,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,1070,TRAFIC,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR50,"VW PICKUP DH 2,5 4-MOT",LB,ITRAFIK,Brandfordon,2009.0,,Brandbil lätt,960,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 6,REGNR51,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2022.0,,Lätt lastbil,900,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR52,KIA,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,,SOUL,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR53,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR54,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2016.0,,Lätt lastbil,900,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR55,VOLVO,MRED,ITRAFIK,Hjullastare,2021.0,,???,2030,L120H,Hjullastare,False,Personbil,ml_model,0.842,LogReg: Personbil (84%)
Client - 6,REGNR56,SUBARU,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1100,XV,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR57,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2015.0,,Lätt lastbil,900,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR58,PEUGEOT,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,750,PARTNER,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR59,KIA,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,,SOUL,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR60,KIA,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,,SOUL,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR61,FORD 2AW,LB,ITRAFIK,Lastbil,2011.0,,Lätt lastbil,1050,RANGER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR62,GISEBO II 1025,SLÄP,ITRAFIK,Flak - Godslåda,1990.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR63,CO SLÄPET 1300 SEBT,SLÄP,ITRAFIK,Flak - Godslåda,2009.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR64,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR65,VW,BUSS,AVST,Envåningsbuss,2016.0,,Buss,1200,CRAFTER 50 SKÅP LR,Envåningsbuss,True,Buss,rule_based,,
Client - 6,REGNR66,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR67,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR68,VOLVO 945-816 S 2.3,PB,ITRAFIK,Kombi,1995.0,,Personbil,990,,Kombi,True,Personbil,rule_based,,
Client - 6,REGNR69,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,730,TOYOTA PRIUS PLUS,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR70,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR71,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2022.0,,Lätt lastbil,550,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR72,RÄDDN.TJ.T.NILSSON,SLÄP,ITRAFIK,Brandfordon,1997.0,,Lätt släp,,,Brandfordon,True,Släp,rule_based,,
Client - 6,REGNR73,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,900,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR74,SCANIA P360LB4X2MNA,LB,ITRAFIK,Lastbil,2012.0,,Brandbil,2650,,Lastbil,True,Brandfordon,rule_based,,
Client - 6,REGNR75,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2020.0,,Lätt lastbil,1100,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR76,PEUGEOT,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,,208,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR77,TOYOTA,LB,ITRAFIK,Pick-up,2019.0,,,,,,False,Lätt lastbil,ml_model,0.777,LogReg: Lätt lastbil (78%)
Client - 6,REGNR78,GISEBO II 620,SLÄP,ITRAFIK,Flak - Godslåda,1993.0,,,,,,False,Släp,ml_model,0.805,LogReg: Släp (81%)
Client - 6,REGNR79,PEUGEOT,PB,ITRAFIK,Halvkombi,2023.0,,,,,,False,Personbil,ml_model,0.854,LogReg: Personbil (85%)
Client - 6,REGNR80,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR81,BRENDERUP 85,SLÄP,ITRAFIK,För transport av båtar,1996.0,,Lätt släp,,,För transport av båtar,True,Släp,rule_based,,
Client - 6,REGNR82,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR83,SUBARU,PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1100,XV,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR84,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR85,AGADOS,SLÄP,ITRAFIK,Släpkärra,2020.0,,Lätt släp,,VZ 27,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR86,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2019.0,,Lätt släp,,FS1425750U,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR87,SEAT,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,700,ARONA,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR88,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR89,VOLKSWAGEN,LB,ITRAFIK,Lastbil,2018.0,,Lätt lastbil,1100,VW TRP P-U EH DSG 4M,Lastbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR90,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2020.0,,Lätt släp,,RT1000,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR91,VW,BUSS,AVST,Envåningsbuss,2016.0,,Buss,1200,CRAFTER 50 SKÅP LR,Envåningsbuss,True,Buss,rule_based,,
Client - 6,REGNR92,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR93,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR94,SCANIA P450LB4X2HNB,LB,ITRAFIK,Lastbil,2016.0,,Brandbil,3310,,Lastbil,True,Brandfordon,rule_based,,
Client - 6,REGNR95,PEUGEOT,LB,ITRAFIK,Skåpbil,2023.0,,Lätt lastbil,1030,BOXER,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR96,VOLKSWAGEN VW,PB,ITRAFIK,Fordon avsett för fler ändamål,2015.0,,Personbil,1200,CRAFTER,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR97,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2018.0,,Personbil,880,PROACE,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR98,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2022.0,,Lätt släp,,L0750 OB,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR99,TIKI,SLÄP,ITRAFIK,Släpkärra,2021.0,,Släp,,CP390-RB,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR100,SEAT,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,700,ARONA,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR101,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1350,GOLF,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR102,"VW PICKUP DH 1,9",LB,ITRAFIK,Flak - Lämmar,2007.0,,Lätt lastbil,750,,Flak - Lämmar,True,Lätt lastbil,rule_based,,
Client - 6,REGNR103,"VOLKSWAGEN, VW  2KN",LB,ITRAFIK,Skåpbil,2012.0,,Lätt lastbil,550,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR104,SEAT,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,700,ARONA,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR105,"VOLKSWAGEN, VW",LB,ITRAFIK,Lastbil,2021.0,,Lätt lastbil,1100,TRANSPORTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR106,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR107,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR108,VOLVO 9 + 940,PB,ITRAFIK,Kombi,1996.0,,Personbil,990,,Kombi,True,Personbil,rule_based,,
Client - 6,REGNR109,RENAULT,LB,ITRAFIK,Lastbil,2018.0,,Lätt lastbil,1250,MASTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR110,SEAT,PB,ITRAFIK,Halvkombi,2020.0,,Personbil,700,ARONA,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR111,WIOLA,SLÄP,ITRAFIK,Släpkärra,2022.0,,Lätt släp,,,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR112,SUBARU,PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1100,XV,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR113,RENAULT,LB,ITRAFIK,Lastbil,2018.0,,Lätt lastbil,1250,MASTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR114,VOLKSWAGEN VW,PB,AVST,Fordon avsett för fler ändamål,2015.0,,Personbil,1200,CRAFTER,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR115,KIA,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,,SOUL,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR116,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR117,POLARIS,TR,ITRAFIK,,2021.0,,???,76,RANGER EV E,,False,Släp,ml_model,0.68,LogReg: Släp (68%)
Client - 6,REGNR118,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,900,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR119,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR120,"VW PICKUP DH 2,5 4-MOT",LB,ITRAFIK,Flak - Lämmar,2008.0,,Lätt lastbil,960,,Flak - Lämmar,True,Lätt lastbil,rule_based,,
Client - 6,REGNR121,"VW CARAVELLE COMFL 1,9",PB,ITRAFIK,Fordon avsett för fler ändamål,2008.0,,Personbil,750,,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR122,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR123,VOLKSWAGEN,LB,ITRAFIK,Lastbil,2019.0,,Lätt lastbil,1100,TRP P-U EH 4M,Lastbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR124,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,772,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR125,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2018.0,,Personbil,880,PROACE,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR126,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR127,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2019.0,,Personbil,772,NIRO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR128,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR129,TRAILERGRUPPEN LE 1000,SLÄP,ITRAFIK,Flak - Godslåda,1994.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR130,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2019.0,,Personbil,920,GOLF,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR131,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,1060,PROACE,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR132,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,850,GOLF,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR133,TOYOTA RAV4 2.0 MAN BUSI,PB,ITRAFIK,Fordon avsett för fler ändamål,2009.0,,Personbil,1160,TOYOTA RAV4,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR134,PEUGEOT,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,,208,Halvkombi,True,Personbil,rule_based,,
Client - 6,REGNR135,THULE L0750,SLÄP,ITRAFIK,Flak - Godslåda,2009.0,,Lätt släp,,THULE L0750,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR136,THULE R0750,SLÄP,ITRAFIK,Flak - Godslåda,2009.0,,Lätt släp,,THULE R0750,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR137,THULE R0750,SLÄP,ITRAFIK,Flak - Godslåda,2009.0,,Lätt släp,,THULE R0750,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR138,TRAILERGRUPPEN LT 1000,SLÄP,ITRAFIK,Flak - Godslåda,1996.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR139,RENAULT,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,1070,TRAFIC,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR140,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2020.0,,Lätt lastbil,,ABT E-CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR141,PVK-SLÄPET,SLÄP,ITRAFIK,Brandfordon,1978.0,,Alla släp,,,Brandfordon,True,Släp,rule_based,,
Client - 6,REGNR142,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2021.0,,Släp,,4260TB 1990,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR143,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2015.0,,Lätt släp,,LM750U,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR144,SÄVSJÖSLÄPET,SLÄP,ITRAFIK,Släpkärra,2023.0,,Släp,,FTB 2831-01,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR145,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,1310,TOYOTA RAV4,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR146,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2015.0,,Personbil,920,GOLF,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR147,FOBO 750,SLÄP,ITRAFIK,Flak - Godslåda,1985.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 6,REGNR148,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR149,VW,BUSS,ITRAFIK,Envåningsbuss,2016.0,,Buss,1200,CRAFTER 50 SKÅP LR,Envåningsbuss,True,Buss,rule_based,,
Client - 6,REGNR150,SUBARU,PB,ITRAFIK,Stationsvagn kombivagn,2021.0,,Personbil,1100,XV,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR151,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,880,PROACE,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 6,REGNR152,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2019.0,,Personbil,920,GOLF,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR153,OPEL,LB,ITRAFIK,Skåpbil,2022.0,,Lätt lastbil,1060,VIVARO,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR154,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2019.0,,Personbil,1350,GOLF,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR155,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2016.0,,Släp,,11020B,Släpkärra,True,Släp,rule_based,,
Client - 6,REGNR156,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,1100,T-ROC,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 6,REGNR157,TOYOTA,LB,ITRAFIK,Lastbil,2016.0,,Lätt lastbil,1060,HILUX,Lastbil,True,Lätt lastbil,rule_based,,
Client - 6,REGNR158,VW,BUSS,AVST,Envåningsbuss,2016.0,,Buss,1200,CRAFTER 50 SKÅP LR,Envåningsbuss,True,Buss,rule_based,,
