Client,regnr,Marke,Fordonsslag,Fordonsstatus,Karosserikod,Arsmodell,TotalVikt,Egenklass,Motoreffekt,Handelsbet,Karossny,api_matched,UW_Kategori,classification_method,classification_confidence,classification_reasoning
Client - 39,REGNR595,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2023.0,,Personbil,1160,NISSAN QASHQAI,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 39,REGNR596,JOHN DEERE,TR,ITRAFIK,Traktor,2018.0,,???,115,XUV560E,Traktor,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.789,"LogReg: Traktor, minitraktor, åkgräsklippare (79%)"
Client - 39,REGNR597,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,720,TOYOTA C-HR,Halvkombi,True,Personbil,rule_based,,
Client - 39,OREG,Toro Titan Z-Master ZX4820,,,Gräsklippare,2013.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,Husqvarna R420TsAWD Gräsklippare,,,Gräsklippare,2021.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,Belos Redskapsbärare,,,Redskapsbärare,2013.0,,,,,,False,Lätt lastbil,ml_model,0.333,LogReg: Lätt lastbil (33%)
Client - 39,OREG,Truck Linde 335 E16 C,,,Truck,2012.0,,,,,,False,Lätt lastbil,ml_model,0.713,LogReg: Lätt lastbil (71%)
Client - 39,OREG,Toro GM5910,,,Gräsklippare,2019.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,Toro 4010D,,,Gräsklippare,2019.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,Eisberger NY NOVEMBER 2019,,,Ismaskin,,,,,,,False,Personbil,ml_model,0.364,LogReg: Personbil (36%)
Client - 39,OREG,Stiga Park 740 PWX,,,Gräsklippare,2017.0,200.0,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,Traktorsläp Joskin,,,Traktorsläp,2011.0,1140.0,,,,,False,Lätt lastbil,ml_model,0.704,LogReg: Lätt lastbil (70%)
Client - 39,OREG,Shibaru SX24HST kompakttraktor disel,,,Beg ink 2010,2006.0,,,,,,False,Brandfordon,ml_model,0.414,LogReg: Brandfordon (41%)
Client - 39,OREG,"Toro 3500D Groundmaster Gräsklippare, modell 30839",,,Gräsklippare,2013.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,"Toro 3500D Groundmaster Gräsklippare, modell 30839",,,Gräsklippare,2016.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,"Toro 3500D Groundmaster Gräsklippare, modell 30839",,,Gräsklippare,2014.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 39,OREG,"Stiga Park 540 IX, 110cm EL QF",,,GRÄSKLIPPARE,2021.0,,,,,,False,Personbil,ml_model,0.329,LogReg: Personbil (33%)
Client - 39,OREG,"Stiga Park 540 IX, 100cm EL QF",,,GRÄSKLIPPARE,2021.0,,,,,,False,Personbil,ml_model,0.329,LogReg: Personbil (33%)
Client - 39,OREG,K-Vagn med lövsug,,,Inköpt beg.,2017.0,,,,,,False,Personbil,ml_model,0.362,LogReg: Personbil (36%)
Client - 39,OREG,John Deere Gator,,,,2018.0,150.0,,,,,False,Personbil,ml_model,0.367,LogReg: Personbil (37%)
Client - 39,OREG,JOHN DEERE Z997,,,,2020.0,,,,,,False,Personbil,ml_model,0.367,LogReg: Personbil (37%)
Client - 39,OREG,JOHN DEERE Z997,,,,2013.0,,,,,,False,Personbil,ml_model,0.367,LogReg: Personbil (37%)
Client - 39,OREG,SOPMASKIN LS 500,,,Lätt motorredskap (oreg),2006.0,,,,,,False,Personbil,ml_model,0.369,LogReg: Personbil (37%)
Client - 39,OREG,K-VAGNEN 2000T3 MED LÖVLASTARE,,,Tungt släp (oreg),2013.0,,,,,,False,Lätt lastbil,ml_model,0.722,LogReg: Lätt lastbil (72%)
Client - 39,OREG,K-VAGNEN 6000 T1,,,Tungt släp (oreg),2017.0,,,,,,False,Lätt lastbil,ml_model,0.722,LogReg: Lätt lastbil (72%)
Client - 39,OREG,Mobilt reservkraftaggregat 125kVA,,,Mobilt reservaggregat,2022.0,,,,,,False,Personbil,ml_model,0.36,LogReg: Personbil (36%)
Client - 39,OREG,JOHN DEERE,,,GRÄSKLIPPARE,2016.0,,,,,,False,Personbil,ml_model,0.329,LogReg: Personbil (33%)
Client - 36,REGNR622,NISSAN NAVARA,LB,ITRAFIK,Brandfordon,2007.0,,Brandbil lätt,1260,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 36,REGNR623,SUZUKI LT-F500F,TGSK,ITRAFIK,Person,2007.0,,???,220,,Person,False,Släp,ml_model,0.916,LogReg: Släp (92%)
Client - 36,REGNR624,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR625,KUBOTA L4200 GST,TR,ITRAFIK,Traktor,1997.0,,???,320,,Traktor,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.789,"LogReg: Traktor, minitraktor, åkgräsklippare (79%)"
Client - 36,REGNR626,SCANIA P310 LB 4X2 HHA,LB,ITRAFIK,Brandfordon,2007.0,,Brandbil,2280,,Brandfordon,True,Brandfordon,rule_based,,
Client - 36,REGNR627,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR628,NISSAN,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,,NISSAN E-NV200,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR629,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR630,WIOLA,SLÄP,ITRAFIK,Släpkärra,2020.0,,Lätt släp,,,Släpkärra,True,Släp,rule_based,,
Client - 36,REGNR631,NISSAN,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,,NISSAN E-NV200,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR632,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,1100,CADDY,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR633,KUBOTA L7,TR,ITRAFIK,Traktor,2012.0,,Traktor,330,L4240,Traktor,True,"Traktor, minitraktor, åkgräsklippare",rule_based,,
Client - 36,REGNR634,VW CRAFTER 50,LB,ITRAFIK,Lastbil,2014.0,,Lastbil,1200,,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR635,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR636,MERCEDES BENZ 906BA35,LB,ITRAFIK,Lastbil,2013.0,,,,,,False,Lätt lastbil,ml_model,0.522,LogReg: Lätt lastbil (52%)
Client - 36,REGNR637,VOLVO FM 6*2,LB,ITRAFIK,Lastbil,2014.0,,,,,,False,Lätt lastbil,ml_model,0.522,LogReg: Lätt lastbil (52%)
Client - 36,REGNR638,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,,,,,False,Personbil,ml_model,0.854,LogReg: Personbil (85%)
Client - 36,REGNR639,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,,,,,False,Personbil,ml_model,0.846,LogReg: Personbil (85%)
Client - 36,REGNR640,SULKY 08,MOPED,ITRAFIK,,2015.0,,,,,,False,Personbil,ml_model,0.671,LogReg: Personbil (67%)
Client - 36,REGNR641,IVECO DAILY 70C17HA,LB,ITRAFIK,Lastbil,2015.0,,,,,,False,Lätt lastbil,ml_model,0.522,LogReg: Lätt lastbil (52%)
Client - 36,REGNR642,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR643,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,,NISSAN LEAF 40KWH,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR644,SM-SLÄPET 250,SLÄP,ITRAFIK,Flak - Godslåda,1997.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR645,SUZUKI LT-A400FS,TGSK,ITRAFIK,Hjul,2006.0,,???,180,,Hjul,False,Släp,ml_model,0.979,LogReg: Släp (98%)
Client - 36,REGNR646,FIAT,LB,ITRAFIK,Skåpbil,2021.0,,Lätt lastbil,770,FIAT DOBLO,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR647,VOLVO,LB,ITRAFIK,Lastbil,2015.0,,Lastbil,2100,FL 4X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR648,MASSEY FERGUSON 4235-4WD,TR,ITRAFIK,Traktor,1997.0,,???,480,,Traktor,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.789,"LogReg: Traktor, minitraktor, åkgräsklippare (79%)"
Client - 36,REGNR649,TRAILERGRUPPEN D 1250,SLÄP,AVST,Flak - Godslåda,1995.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR650,PEUGEOT,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,960,RIFTER,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR651,SCANIA,LB,ITRAFIK,Lastbil,2017.0,,Lastbil,3020,P410DB6X2*4HNB,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR652,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1100,GOLF,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 36,REGNR653,THULE B01,SLÄP,ITRAFIK,Flak - Godslåda,2013.0,,Lätt släp,,D0750U,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR654,IVECO,LB,ITRAFIK,Lastbil,2021.0,,Lastbil,1320,70C18H,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR655,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,1030,CRAFTER,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR656,PEUGEOT,LB,ITRAFIK,Skåpbil,2017.0,,Lätt lastbil,1300,EXPERT,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR657,VOLVO,LB,ITRAFIK,Lastbil,2019.0,,Brandbil,2100,FL 42 R,Lastbil,True,Brandfordon,rule_based,,
Client - 36,REGNR658,VOLVO,LB,ITRAFIK,Lastbil,2020.0,,Lastbil,2100,FL 4X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR659,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR660,NISSAN,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,1250,NISSAN NV400,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR661,VOLKSWAGEN,LB,ITRAFIK,Lastbil,2020.0,,Lätt lastbil,1300,CRAFTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR662,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2022.0,,Lätt lastbil,900,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR663,MERCEDES-BENZ,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,1050,SPRINTER,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR664,TIAB 4675,SLÄP,ITRAFIK,Flak - Godslåda,2010.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR665,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR666,FORD,PB,ITRAFIK,Fordon avsett för fler ändamål,2023.0,,Personbil,900,TOURNEO CONNECT,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR667,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,,NISSAN LEAF 40KWH,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR668,THULE LS0750,SLÄP,ITRAFIK,Flak - Godslåda,2009.0,,Lätt släp,,THULE LS0750,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR669,VOLVO,LB,ITRAFIK,Lastbil,2018.0,,Lastbil,2630,FE 6*2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR670,ÅTM 8514,SLÄP,ITRAFIK,Flak - Godslåda,1982.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR671,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR672,"VW PICKUP EH 2,0",LB,ITRAFIK,Flak - Lämmar,2010.0,,Lätt lastbil,750,TRANSPORTER,Flak - Lämmar,True,Lätt lastbil,rule_based,,
Client - 36,REGNR673,GOES 525-T,TGHJUL,ITRAFIK,,2014.0,,???,240,,,False,Släp,ml_model,0.966,LogReg: Släp (97%)
Client - 36,REGNR674,MERCEDES-BENZ 906 BA35,LB,ITRAFIK,Lastbil,2015.0,,Lätt lastbil,1200,SPRINTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR675,"VOLKSWAGEN, VW  7J0",LB,ITRAFIK,Lastbil,2013.0,,Lätt lastbil,750,TRANSPORTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR676,"VW PICKUP DH 2,0",LB,ITRAFIK,Flak - Lämmar,2011.0,,Lätt lastbil,1030,TRANSPORTER,Flak - Lämmar,True,Lätt lastbil,rule_based,,
Client - 36,REGNR677,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR678,CITROEN,PB,ITRAFIK,Stationsvagn kombivagn,2016.0,,Personbil,730,BERLINGO,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 36,REGNR679,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR680,"VOLKSWAGEN, VW",PB,ITRAFIK,Halvkombi,2019.0,,Personbil,700,POLO,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR681,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR682,"VW PICKUP EH 2,0 DSG",LB,ITRAFIK,Lastbil,2014.0,,Lätt lastbil,1030,,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR683,VOLVO FL 614 4X2,LB,ITRAFIK,Brandfordon,1988.0,,Brandbil,1520,,Brandfordon,True,Brandfordon,rule_based,,
Client - 36,REGNR684,VOLVO FM 6*2,LB,ITRAFIK,Lastbil,2017.0,,Lastbil,3750,FM,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR685,"VOLKSWAGEN, VW",LB,ITRAFIK,Lastbil,2016.0,,Brandbil lätt,750,TRANSPORTER,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 36,REGNR686,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,1100,KOMBI,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR687,MERCEDES-BENZ 906BA35,LB,ITRAFIK,Lastbil,2016.0,,Lätt lastbil,1200,SPRINTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR688,HONDA TRX 350,TGSK,ITRAFIK,Person,1989.0,,???,,,Person,False,Släp,ml_model,0.916,LogReg: Släp (92%)
Client - 36,REGNR689,TOYOTA,LB,ITRAFIK,Pick-up,2022.0,,Lätt lastbil,1100,TOYOTA HILUX,Pick-up,True,Lätt lastbil,rule_based,,
Client - 36,REGNR690,VOLVO,LB,ITRAFIK,Lastbil,2017.0,,Lastbil,2100,FL 4X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR691,THULE RT0750,SLÄP,ITRAFIK,Flak - Godslåda,2006.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR692,VOLVO,LB,ITRAFIK,Lastbil,2022.0,,Brandbil,2100,FL 42 R,Lastbil,True,Brandfordon,rule_based,,
Client - 36,REGNR693,IVECO 35S11,LB,ITRAFIK,Brandfordon,1999.0,,Brandbil lätt,780,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 36,REGNR694,TRAILERGRUPPEN 751/LB,SLÄP,ITRAFIK,Flak - Godslåda,1994.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 36,REGNR695,VOLVO,LB,ITRAFIK,Lastbil,2016.0,,Lastbil,2100,FL 4X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR696,VOLVO,LB,ITRAFIK,Lastbil,2020.0,,Lastbil,2100,FL 4X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR697,IVECO 29L11V,LB,ITRAFIK,Brandfordon,2000.0,,Brandbil lätt,780,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 36,REGNR698,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR699,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR700,MERCEDES BENZ 316 CDI,LB,ITRAFIK,Brandfordon,2002.0,,Brandbil lätt,1150,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 36,REGNR701,MERCEDES BENZ 906BA35,LB,ITRAFIK,Lastbil,2013.0,,Brandbil lätt,1200,SPRINTER,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 36,REGNR702,POLARIS RANGER 6X6 700,TGV,ITRAFIK,Flak - Övrigt,2009.0,,???,380,,Flak - Övrigt,False,Släp,ml_model,0.948,LogReg: Släp (95%)
Client - 36,REGNR703,POLARIS RANGER 6X6 700,TGV,ITRAFIK,Flak - Övrigt,2009.0,,???,380,,Flak - Övrigt,False,Släp,ml_model,0.948,LogReg: Släp (95%)
Client - 36,REGNR704,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR705,HUDDIG 1260E,MRED,ITRAFIK,Grävlastare,2021.0,,???,1160,,Grävlastare,False,Personbil,ml_model,0.835,LogReg: Personbil (84%)
Client - 36,REGNR706,KIA,PB,ITRAFIK,Stationsvagn kombivagn,2018.0,,Personbil,1150,OPTIMA,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 36,REGNR707,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,1100,CADDY,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR708,REKO TRAILER BT 750 EU,SLÄP,AVST,För transport av båtar,2003.0,,Lätt släp,,,För transport av båtar,True,Släp,rule_based,,
Client - 36,REGNR709,POLARIS SPORTSMAN 6X6,TGV,ITRAFIK,Öppet,2015.0,,???,380,BIG BOSS,Öppet,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.775,"LogReg: Traktor, minitraktor, åkgräsklippare (77%)"
Client - 36,REGNR710,"VOLKSWAGEN, VW",LB,ITRAFIK,Lastbil,2022.0,,Lätt lastbil,1100,TRANSPORTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR711,VW CRAFTER 35 CHASSI EH,LB,ITRAFIK,Lastbil,2016.0,,Lätt lastbil,1200,,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR712,RENAULT,LB,ITRAFIK,Skåpbil,2016.0,,Lätt lastbil,440,KANGOO EXPRESS Z.E.,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR713,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR714,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR715,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR716,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR717,JOHN DEERE 007,TR,ITRAFIK,Traktor,2009.0,,Traktor,324,3720,Traktor,True,"Traktor, minitraktor, åkgräsklippare",rule_based,,
Client - 36,REGNR718,JOHN DEERE,TR,ITRAFIK,,2022.0,,???,1070,6120M,,False,Släp,ml_model,0.68,LogReg: Släp (68%)
Client - 36,REGNR719,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2016.0,,Personbil,1100,CADDY,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 36,REGNR720,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Brandbil lätt,1470,TIGUAN,Stationsvagn kombivagn,True,Lätt brandfordon,rule_based,,
Client - 36,REGNR721,KUBOTA,TR,ITRAFIK,Traktor,2015.0,,Traktor,546,M7040,Traktor,True,"Traktor, minitraktor, åkgräsklippare",rule_based,,
Client - 36,REGNR722,TIKI,SLÄP,ITRAFIK,Släpkärra,2018.0,,Släp,,CP350-RB,Släpkärra,True,Släp,rule_based,,
Client - 36,REGNR723,RENAULT,PB,ITRAFIK,Halvkombi,2022.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR724,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR725,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2018.0,,Lätt lastbil,1300,CRAFTER,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR726,"VOLKSWAGEN, VW",LB,ITRAFIK,Lastbil,2018.0,,Lätt lastbil,1100,VW TRP P-U DSG,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR727,KIA,PB,ITRAFIK,Halvkombi,2018.0,,Personbil,814,SOUL,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR728,KIA,PB,ITRAFIK,Halvkombi,2018.0,,Personbil,814,SOUL,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR729,NISSAN,LB,ITRAFIK,Lastbil,2019.0,,Lätt lastbil,1070,NV400,Lastbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR730,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2018.0,,Lätt lastbil,1300,CRAFTER,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 36,REGNR731,VOLVO,LB,ITRAFIK,Lastbil,2018.0,,Lastbil,2780,FM 6X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR732,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR733,VOLVO,LB,ITRAFIK,Lastbil,2018.0,,Lastbil,2100,FL 4X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 36,REGNR734,RENAULT,PB,ITRAFIK,Halvkombi,2021.0,,Personbil,680,CAPTUR (E-TECH PLUG-IN H,Halvkombi,True,Personbil,rule_based,,
Client - 36,REGNR735,Willy 845 V,,,Redskapsbärare,,,,,,,False,Lätt lastbil,ml_model,0.333,LogReg: Lätt lastbil (33%)
Client - 36,REGNR736,Mule/Kawasaki,,,KAF400B,,,,,,,False,Personbil,ml_model,0.366,LogReg: Personbil (37%)
Client - 36,REGNR737,Mule/Kawasaki,,,KAF400B,,,,,,,False,Personbil,ml_model,0.366,LogReg: Personbil (37%)
Client - 36,REGNR738,Isobel,,,Ismaskin,,,,,,,False,Personbil,ml_model,0.364,LogReg: Personbil (36%)
Client - 36,REGNR739,Kubota 27-4,,,Grävmaskin,,,,,,,False,Personbil,ml_model,0.341,LogReg: Personbil (34%)
Client - 36,REGNR740,Kubota 4020,,,Minitraktor,,,,,,,False,Personbil,ml_model,0.363,LogReg: Personbil (36%)
Client - 36,REGNR741,Atlas 35,,,Hjullastare,,,,,,,False,Personbil,ml_model,0.351,LogReg: Personbil (35%)
Client - 36,REGNR742,Ransom,,,Cylinderklippare,,,,,,,False,Brandfordon,ml_model,0.375,LogReg: Brandfordon (37%)
Client - 36,REGNR743,Nissan Hawker Plus,,,ElMotviktstruck,,,,,,,False,Brandfordon,ml_model,0.344,LogReg: Brandfordon (34%)
Client - 36,REGNR744,Hitachi ZX145W-6,,,Grävmaskin,,,,,,,False,Personbil,ml_model,0.341,LogReg: Personbil (34%)
Client - 36,REGNR745,Volvo BM model L50,,,Hjullastare,,,,,,,False,Personbil,ml_model,0.351,LogReg: Personbil (35%)
Client - 34,REGNR746,"VOLKSWAGEN, VW  7J0",LB,ITRAFIK,Lastbil,2013.0,,Lätt lastbil,750,TRANSPORTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 34,REGNR747,MF 390 4WD HILINE,TR,ITRAFIK,Traktor,1996.0,,???,590,,Traktor,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.789,"LogReg: Traktor, minitraktor, åkgräsklippare (79%)"
Client - 34,REGNR748,VOLVO L110H,MRED,ITRAFIK,Hjullastare,2019.0,,???,1910,,Hjullastare,False,Personbil,ml_model,0.842,LogReg: Personbil (84%)
Client - 34,REGNR749,"VOLKSWAGEN, VW  1T",PB,ITRAFIK,Fordon avsett för fler ändamål,2013.0,,Personbil,1100,TOURAN,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 34,REGNR750,MGB STARBRIDGE,MOPED,ITRAFIK,,2022.0,,???,,ELECTRIC TRICYCLE,,False,Personbil,ml_model,0.671,LogReg: Personbil (67%)
Client - 34,REGNR751,VOLVO,LB,ITRAFIK,Lastbil,2017.0,,Lastbil,3450,FM 6X2,Lastbil,True,Tung lastbil,rule_based,,
Client - 34,REGNR752,TIKI,SLÄP,ITRAFIK,Släpkärra,2017.0,,Lätt släp,,CS265-R,Släpkärra,True,Släp,rule_based,,
Client - 34,REGNR753,STAR INDUSTRIER 1000L,SLÄP,ITRAFIK,Flak - Godslåda,2004.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
