Client,CLAIM_TYPE,CLAIM_CAUSE,CLAIM_YEAR,DAMAGE_DATE,LAST_MONTH_NET_PAID,LAST_MONTH_REMAINING_RESERVES,LAST_MONTH_INCURRED,DEDUCTIBLE,FLEET_TYPE,FLEET_GROUP,Net paid adj,Reserves adj,Incurred adj,idx,Net paid idx,Reserves idx,Incurred idx,Incl. 0,Ex. 0,minor,major
Client - 18,Ansvar,Påkjørt parkert bil,2021,2021-03-19,6320,0,6320,0,Personbil,Personbil Halv,6320,0,6320,1.1346565716830876,7171.029533037114,0.0,7171.029533037114,1,1,7171,0
Client - 18,Additional insurance,Rental car,2020,2020-05-22,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1628357027876666,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Vagn, Ansvar","Rental car, Annan olycka, Påkjørt parkert bil",2023,2023-05-06,0,24646,24646,0,Personbil,Personbil Hel,0,24646,24646,1.0101158457175077,0.0,24895.315133553693,24895.315133553693,1,1,24895,0
Client - 18,"Ansvar, Vagn","Påkjørt parkert bil, Annan olycka",2019,2019-04-12,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1924174712054612,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - replacement of windshield,2023,2023-02-24,12587,0,12587,0,Personbil,Personbil Hel,12587,0,12587,1.0210603684950852,12852.086858247638,0.0,12852.086858247638,1,1,12852,0
Client - 18,Additional insurance,Rental car,2020,2020-04-02,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.164242831465623,0.0,0.0,0.0,1,0,0,0
Client - 18,"Vagn, Additional insurance","Single vehicle accident, Rental car",2021,2021-09-25,18212,0,18212,0,Personbil,Personbil Hel,18212,0,18212,1.105121786731954,20126.477979962347,0.0,20126.477979962347,1,1,20126,0
Client - 18,"Additional insurance, Partly own damage","Rental car, Innbrudd",2020,2020-10-11,1960,0,1960,0,Personbil,Personbil Halv,1960,0,1960,1.1508475973535237,2255.6612908129064,0.0,2255.6612908129064,1,1,2255,0
Client - 18,Partly own damage,Glass - replacement of windshield,2020,2020-11-03,4638,0,4638,0,Personbil,Personbil Halv,4638,0,4638,1.1482108277162304,5325.401818947877,0.0,5325.401818947877,1,1,5325,0
Client - 18,Ansvar,Påkjørt parkert bil,2020,2020-11-13,16740,0,16740,0,,,16740,0,16740,1.1482108277162304,19221.049255969698,0.0,19221.049255969698,1,1,19221,0
Client - 18,Bilansvar,Påkörd/bilolycka,2020,2020-07-30,7129,0,7129,0,,,7129,0,7129,1.1591170934207717,8263.345758996682,0.0,8263.345758996682,1,1,8263,0
Client - 18,Ansvar,Påkjørt bakfra,2020,2020-11-03,18000,0,18000,0,Motorredskap,"Lastmaskin, hjullastare, grävlastare",18000,0,18000,1.1482108277162304,20667.79489889215,0.0,20667.79489889215,1,1,20667,0
Client - 18,Partly own damage,Glass - replacement of windshield,2020,2020-09-17,3015,0,3015,0,Personbil,Personbil Hel,3015,0,3015,1.1542833305193285,3480.1642415157753,0.0,3480.1642415157753,1,1,3480,0
Client - 18,Additional insurance,Rental car,2020,2020-09-09,2196,0,2196,0,Personbil,Personbil Halv,2196,0,2196,1.1542833305193285,2534.8061938204455,0.0,2534.8061938204455,1,1,2534,0
Client - 18,Additional insurance,Rental car,2023,2023-06-29,0,10823,10823,0,Personbil,Personbil Halv,0,10823,10823,1.0066551462666173,0.0,10895.028648043599,10895.028648043599,1,1,10895,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2022,2022-07-21,14803,0,14803,0,Personbil,Personbil Hel,14803,0,14803,1.0499918221198097,15543.028942839543,0.0,15543.028942839543,1,1,15543,0
Client - 18,"Vagn, Additional insurance","Single vehicle accident, Rental car",2021,2021-12-20,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0875911369863258,0.0,0.0,0.0,1,0,0,0
Client - 18,"Vagn, Additional insurance","Single vehicle accident, Rental car",2022,2022-01-02,10018,0,10018,0,Lätt lastbil,Lätt lastbil,10018,0,10018,1.0819545435889897,10839.020617674498,0.0,10839.020617674498,1,1,10839,0
Client - 18,Ansvar,Yield,2022,2022-01-26,35945,0,35945,0,Personbil,Personbil Avställd,35945,0,35945,1.0819545435889897,38890.85606930623,0.0,38890.85606930623,1,1,38890,0
Client - 18,Partly own damage,Rescue,2022,2022-11-10,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.0328665478267447,0.0,0.0,0.0,1,0,0,0
Client - 18,Ansvar,Påkjørt parkert bil,2021,2021-01-20,14436,0,14436,0,Traktor,"Traktor, minitraktor, åkgräsklippare",14436,0,14436,1.142055847439159,16486.718213631702,0.0,16486.718213631702,1,1,16486,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-02-15,6510,0,6510,0,Personbil,Personbil Hel,6510,0,6510,1.0760148127716114,7004.85643114319,0.0,7004.85643114319,1,1,7004,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-02-15,2785,0,2785,0,Lätt lastbil,Lätt lastbil EL,2785,0,2785,1.0760148127716114,2996.701253568938,0.0,2996.701253568938,1,1,2996,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-06-08,3517,0,3517,0,Personbil,Personbil Hel,3517,0,3517,1.054526910261884,3708.771143391046,0.0,3708.771143391046,1,1,3708,0
Client - 18,Ansvar,Annan olycka,2019,2019-10-10,13000,0,13000,0,Personbil,Personbil Halv,13000,0,13000,1.1752586153280005,15278.361999264007,0.0,15278.361999264007,1,1,15278,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-02-22,4879,0,4879,0,Personbil,Personbil Hel,4879,0,4879,1.0760148127716114,5249.876271512692,0.0,5249.876271512692,1,1,5249,0
Client - 18,"Additional insurance, Ansvar","Rental car, Yield",2020,2020-09-16,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1542833305193285,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Vagn, Ansvar","Rental car, Annan olycka, Annan olycka",2020,2020-09-17,6478,0,6478,0,Lätt lastbil,Lätt lastbil,6478,0,6478,1.1542833305193285,7477.44741510421,0.0,7477.44741510421,1,1,7477,0
Client - 18,Vagn,Påkjørsel dyr,2020,2020-01-01,7563,0,7563,0,Personbil,Personbil Hel,7563,0,7563,1.1687322604768526,8839.122085986437,0.0,8839.122085986437,1,1,8839,0
Client - 18,Additional insurance,Rental car,2020,2020-10-27,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1508475973535237,0.0,0.0,0.0,1,0,0,0
Client - 18,"Vagn, Additional insurance","Parking damage, Rental car",2021,2021-12-16,1381,0,1381,0,Personbil,Personbil Halv,1381,0,1381,1.0875911369863258,1501.9633601781159,0.0,1501.9633601781159,1,1,1501,0
Client - 18,Ansvar,Påkjørt parkert bil,2019,2019-02-06,13281,0,13281,0,Lätt lastbil,Lätt lastbil,13281,0,13281,1.200558420259328,15944.616379464136,0.0,15944.616379464136,1,1,15944,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-08-15,6425,0,6425,0,Personbil,Personbil Hel,6425,0,6425,1.0455592846950434,6717.718404165654,0.0,6717.718404165654,1,1,6717,0
Client - 18,Kasko,Kört/backat på fasta föremål,2019,2019-07-30,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1827713544079563,0.0,0.0,0.0,1,0,0,0
Client - 18,"Ansvar, Additional insurance","Møtekollisjon, Rental car",2022,2022-10-05,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.0369976628633308,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2019,2019-01-17,750,0,750,0,Personbil,Personbil Halv,750,0,750,1.203864927191195,902.8986953933962,0.0,902.8986953933962,1,1,902,0
Client - 18,Partly own damage,Glass - replacement of windshield,2021,2021-01-26,2488,0,2488,0,Lätt lastbil,Lätt lastbil,2488,0,2488,1.142055847439159,2841.4349484286276,0.0,2841.4349484286276,1,1,2841,0
Client - 18,"Vagn, Additional insurance, Ansvar","Annan olycka, Rental car, Annan olycka",2022,2022-11-22,9406,0,9406,0,Lätt lastbil,Lätt lastbil,9406,0,9406,1.0328665478267447,9715.142748858361,0.0,9715.142748858361,1,1,9715,0
Client - 18,Additional insurance,Rental car,2021,2021-01-09,2576,0,2576,0,Personbil,Personbil Hel,2576,0,2576,1.142055847439159,2941.935863003274,0.0,2941.935863003274,1,1,2941,0
Client - 18,Additional insurance,Rental car,2019,2019-05-16,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1889382243053055,0.0,0.0,0.0,1,0,0,0
Client - 18,Ansvar,Påkjørt parkert bil,2021,2021-12-06,13649,0,13649,0,Motorredskap,Motorredskap (oreg),13649,0,13649,1.0875911369863258,14844.53142872636,0.0,14844.53142872636,1,1,14844,0
Client - 18,"Ansvar, Vagn, Additional insurance","Påkjørt parkert bil, Annan olycka, Rental car",2021,2021-07-28,19106,0,19106,0,Lätt lastbil,Lätt lastbil,19106,0,19106,1.1147801077725092,21298.98873910156,0.0,21298.98873910156,1,1,21298,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-09-21,6236,0,6236,0,Personbil,Personbil Halv,6236,0,6236,1.041228241270539,6493.09931256308,0.0,6493.09931256308,1,1,6493,0
Client - 18,"Additional insurance, Vagn","Rental car, Påkjørsel dyr",2021,2021-06-20,2576,0,2576,0,Personbil,Personbil Halv,2576,0,2576,1.1199557377618696,2885.005980474576,0.0,2885.005980474576,1,1,2885,0
Client - 18,Partly own damage,Glass - replacement of windshield,2023,2023-04-01,4834,0,4834,0,Lätt lastbil,Lätt lastbil,4834,0,4834,1.0136697314539869,4900.079481848573,0.0,4900.079481848573,1,1,4900,0
Client - 18,Additional insurance,Rental car,2022,2022-10-07,1623,0,1623,0,Personbil,Personbil Halv,1623,0,1623,1.0369976628633308,1683.0472068271858,0.0,1683.0472068271858,1,1,1683,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2023,2023-03-13,13947,0,13947,0,Lätt lastbil,Lätt lastbil EL,13947,0,13947,1.0173176239356971,14188.528901031168,0.0,14188.528901031168,1,1,14188,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2022,2022-11-09,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.0328665478267447,0.0,0.0,0.0,1,0,0,0
Client - 18,"Ansvar, Additional insurance, Vagn","Backat på annat fordon , Rental car, Annan olycka",2019,2019-06-03,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1857614996560415,0.0,0.0,0.0,1,0,0,0
Client - 18,Ansvar,Påkjørt parkert bil,2021,2021-07-28,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.1147801077725092,0.0,0.0,0.0,1,0,0,0
Client - 18,"Ansvar, Ansvar, Vagn","Påkjørt parkert bil, Annan olycka, Annan olycka",2021,2021-06-30,2039,0,2039,0,Lätt lastbil,Lätt lastbil,2039,0,2039,1.1199557377618696,2283.5897492964523,0.0,2283.5897492964523,1,1,2283,0
Client - 18,"Ansvar, Additional insurance, Vagn","Påkjørt parkert bil, Rental car, Annan olycka",2022,2022-11-11,68093,0,68093,0,Lätt lastbil,Lätt lastbil,68093,0,68093,1.0328665478267447,70330.98184116653,0.0,70330.98184116653,1,1,70330,0
Client - 18,"Vagn, Additional insurance, Ansvar","Annan olycka, Rental car, Yield",2023,2023-03-02,13038,0,13038,0,Personbil,Personbil Hel,13038,0,13038,1.0173176239356971,13263.78718087362,0.0,13263.78718087362,1,1,13263,0
Client - 18,Partly own damage,Glass - replacement of windshield,2019,2019-11-05,3456,0,3456,0,Personbil,Personbil Halv,3456,0,3456,1.1726796840969527,4052.7809882390684,0.0,4052.7809882390684,1,1,4052,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-06-08,5405,0,5405,0,Personbil,Personbil Avställd,5405,0,5405,1.054526910261884,5699.717949965483,0.0,5699.717949965483,1,1,5699,0
Client - 18,Partly own damage,Glass - replacement of windshield,2023,2023-04-17,7592,0,7592,0,Personbil,Personbil Hel,7592,0,7592,1.0136697314539869,7695.780601198669,0.0,7695.780601198669,1,1,7695,0
Client - 18,"Ansvar, Additional insurance, Vagn, Ansvar","Yield, Rental car, Annan olycka, Påkjørt bakfra",2021,2021-12-25,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0875911369863258,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - replacement of windshield,2023,2023-01-17,4133,0,4133,0,Personbil,Personbil Halv,4133,0,4133,1.0248988356562394,4235.906887767237,0.0,4235.906887767237,1,1,4235,0
Client - 18,"Additional insurance, Ansvar","Rental car, Møtekollisjon",2022,2022-01-29,430,0,430,0,Personbil,Personbil Halv,430,0,430,1.0819545435889897,465.24045374326556,0.0,465.24045374326556,1,1,465,0
Client - 18,Additional insurance,Rental car,2020,2020-04-03,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.164242831465623,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2020,2020-04-20,7959,0,7959,0,Lätt lastbil,Lätt lastbil,7959,0,7959,1.164242831465623,9266.208695634894,0.0,9266.208695634894,1,1,9266,0
Client - 18,Ansvar,Påkjørt bakfra,2021,2021-01-27,0,0,0,0,Traktor,"Traktor, minitraktor, åkgräsklippare",0,0,0,1.142055847439159,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - repair,2021,2021-04-01,350,0,350,0,Personbil,Personbil Halv,350,0,350,1.1295769084653227,395.35191796286296,0.0,395.35191796286296,1,1,395,0
Client - 18,Partly own damage,Glass - replacement of windshield,2021,2021-01-03,4802,0,4802,0,Personbil,Personbil Hel,4802,0,4802,1.142055847439159,5484.152179402842,0.0,5484.152179402842,1,1,5484,0
Client - 18,Additional insurance,Rental car,2020,2020-03-08,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1657876971211079,0.0,0.0,0.0,1,0,0,0
Client - 18,Ansvar,Påkjørt parkert bil,2020,2020-04-14,5653,0,5653,4520,Personbil,Personbil Hel,5653,0,5653,1.164242831465623,6581.464726275167,0.0,6581.464726275167,1,1,6581,0
Client - 18,Tyveri/Innbrudd,Stjålet,2020,2020-05-23,7651,0,7651,0,Släp,Släp,7651,0,7651,1.1628357027876666,8896.855962028438,0.0,8896.855962028438,1,1,8896,0
Client - 18,Ansvar,Påkjørt bakfra,2021,2021-12-25,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0875911369863258,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Partly own damage","Rental car, Machine damage",2023,2023-03-31,493,15329,15823,0,Personbil,Personbil Halv,493,15329,15823,1.0173176239356971,501.5375886002987,15594.461857310302,16097.016763534535,1,1,16097,0
Client - 18,Ansvar,Annan olycka,2019,2019-10-10,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1752586153280005,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2022,2022-05-24,1304,0,1304,0,Lätt lastbil,Lätt lastbil,1304,0,1304,1.0589936876090518,1380.9277686422035,0.0,1380.9277686422035,1,1,1380,0
Client - 18,"Partly own damage, Additional insurance","Machine damage, Rental car",2023,2023-07-09,0,13823,13823,0,Personbil,Personbil Halv,0,13823,13823,1.0032868372062096,0.0,13868.433950701436,13868.433950701436,1,1,13868,0
Client - 18,Partly own damage,Machine damage,2022,2022-05-20,0,0,0,0,Traktor,"Traktor, minitraktor, åkgräsklippare",0,0,0,1.0589936876090518,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - replacement of windshield,2020,2020-09-15,3498,0,3498,0,Personbil,Personbil Hel,3498,0,3498,1.1542833305193285,4037.6830901566113,0.0,4037.6830901566113,1,1,4037,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2020,2020-02-06,7475,0,7475,0,Lätt lastbil,Lätt lastbil,7475,0,7475,1.1671869599566365,8724.722525675857,0.0,8724.722525675857,1,1,8724,0
Client - 18,"Vagn, Additional insurance","Single vehicle accident, Rental car",2020,2020-03-25,13344,0,13344,0,Personbil,Personbil Hel,13344,0,13344,1.1657876971211079,15556.271030384063,0.0,15556.271030384063,1,1,15556,0
Client - 18,Partly own damage,Glass - repair,2020,2020-11-23,350,0,350,0,Lätt lastbil,Lätt lastbil,350,0,350,1.1482108277162304,401.8737897006806,0.0,401.8737897006806,1,1,401,0
Client - 18,"Ansvar, Additional insurance, Vagn","Påkjørt bakfra, Rental car, Annan olycka",2023,2023-01-07,0,10823,10823,0,Personbil,Personbil Hel,0,10823,10823,1.0248988356562394,0.0,11092.480098307478,11092.480098307478,1,1,11092,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-09-21,4136,0,4136,0,Lätt lastbil,Lätt lastbil,4136,0,4136,1.041228241270539,4306.520005894949,0.0,4306.520005894949,1,1,4306,0
Client - 18,Additional insurance,Rental car,2023,2023-05-30,0,10823,10823,0,Personbil,Personbil Halv,0,10823,10823,1.0101158457175077,0.0,10932.483798200585,10932.483798200585,1,1,10932,0
Client - 18,"Ansvar, Vagn, Additional insurance","Påkjørt parkert bil, Annan olycka, Rental car",2022,2022-09-30,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.041228241270539,0.0,0.0,0.0,1,0,0,0
Client - 18,Additional insurance,Rental car,2023,2023-01-15,4832,0,4832,0,Personbil,Personbil Halv,4832,0,4832,1.0248988356562394,4952.311173890949,0.0,4952.311173890949,1,1,4952,0
Client - 18,"Ansvar, Ansvar, Additional insurance, Ansvar, Ansvar","Hit property, Hit property, Rental car, Hit property, Hit property",2021,2021-01-15,197,0,197,0,Personbil,Personbil Hel,197,0,197,1.142055847439159,224.98500194551434,0.0,224.98500194551434,1,1,224,0
Client - 18,Partly own damage,Glass - replacement of windshield,2020,2020-05-25,4686,0,4686,0,Personbil,Personbil Halv,4686,0,4686,1.1628357027876666,5449.048103263006,0.0,5449.048103263006,1,1,5449,0
Client - 18,"Additional insurance, Ansvar, Vagn","Rental car, Påkjørt parkert bil, Annan olycka",2019,2019-10-30,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.1752586153280005,0.0,0.0,0.0,1,0,0,0
Client - 18,"Vagn, Additional insurance","Single vehicle accident, Rental car",2022,2022-06-08,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.054526910261884,0.0,0.0,0.0,1,0,0,0
Client - 18,Additional insurance,Rental car,2020,2020-07-17,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1591170934207717,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Vagn, Ansvar","Rental car, Annan olycka, Annan olycka",2023,2023-07-24,0,10823,10823,0,Personbil,Personbil Hel,0,10823,10823,1.0032868372062096,0.0,10858.573439082806,10858.573439082806,1,1,10858,0
Client - 18,Additional insurance,Rental car,2021,2021-02-19,3829,0,3829,0,Personbil,Personbil Hel,3829,0,3829,1.138109015120565,4357.819418896644,0.0,4357.819418896644,1,1,4357,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2023,2023-02-03,77484,0,77484,0,Personbil,Personbil Hel,77484,0,77484,1.0210603684950852,79115.84159247318,0.0,79115.84159247318,1,1,79115,0
Client - 18,Additional insurance,Rental car,2022,2022-09-15,1234,0,1234,0,Personbil,Personbil Halv,1234,0,1234,1.041228241270539,1284.875649727845,0.0,1284.875649727845,1,1,1284,0
Client - 18,Additional insurance,Rental car,2020,2020-04-16,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.164242831465623,0.0,0.0,0.0,1,0,0,0
Client - 18,Additional insurance,Rental car,2023,2023-06-18,0,10823,10823,0,Personbil,Personbil Halv,0,10823,10823,1.0066551462666173,0.0,10895.028648043599,10895.028648043599,1,1,10895,0
Client - 18,Additional insurance,Rental car,2021,2021-11-25,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.093799709780107,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - replacement of windshield,2019,2019-04-16,3239,0,3239,0,Personbil,Personbil Halv,3239,0,3239,1.1924174712054612,3862.2401892344888,0.0,3862.2401892344888,1,1,3862,0
Client - 18,Partly own damage,Glass - replacement of windshield,2023,2023-02-18,11674,0,11674,0,Personbil,Personbil Hel,11674,0,11674,1.0210603684950852,11919.858741811624,0.0,11919.858741811624,1,1,11919,0
Client - 18,Additional insurance,Rental car,2019,2019-07-04,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1827713544079563,0.0,0.0,0.0,1,0,0,0
Client - 18,Vagn,Single vehicle accident,2019,2019-08-21,21775,0,21775,0,Lätt lastbil,Lätt lastbil,21775,0,21775,1.1799791046919559,25694.04500466734,0.0,25694.04500466734,1,1,25694,0
Client - 18,Ansvar,Only personal injury,2022,2022-03-07,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.06941858798354,0.0,0.0,0.0,1,0,0,0
Client - 18,Kasko,Kört/backat på fasta föremål,2019,2019-10-09,1450,0,1450,0,Personbil,Personbil Halv,1450,0,1450,1.1752586153280005,1704.1249922256006,0.0,1704.1249922256006,1,1,1704,0
Client - 18,"Additional insurance, Ansvar","Rental car, Hit property",2022,2022-04-02,8880,0,8880,0,Personbil,Personbil Halv,8880,0,8880,1.0642131231470413,9450.212533545728,0.0,9450.212533545728,1,1,9450,0
Client - 18,"Ansvar, Additional insurance","Hit property, Rental car",2021,2021-04-06,3000,0,3000,0,Personbil,Personbil Halv,3000,0,3000,1.1295769084653227,3388.730725395968,0.0,3388.730725395968,1,1,3388,0
Client - 18,"Additional insurance, Vagn","Rental car, Påkjørsel dyr",2022,2022-11-10,113915,0,113915,0,Personbil,Personbil Hel,113915,0,113915,1.0328665478267447,117658.99279568362,0.0,117658.99279568362,1,1,0,117658
Client - 18,"Ansvar, Additional insurance","Påkjørt bakfra, Rental car",2023,2023-03-09,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.0173176239356971,0.0,0.0,0.0,1,0,0,0
Client - 18,Additional insurance,Rental car,2022,2022-12-27,1789,0,1789,0,Personbil,Personbil Halv,1789,0,1789,1.0288339214644617,1840.583885499922,0.0,1840.583885499922,1,1,1840,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2022,2022-05-25,24068,0,24068,0,Personbil,Personbil Hel,24068,0,24068,1.0589936876090518,25487.860073374657,0.0,25487.860073374657,1,1,25487,0
Client - 18,Partly own damage,Glass - repair,2020,2020-04-24,350,0,350,0,Personbil,Personbil Hel,350,0,350,1.164242831465623,407.48499101296807,0.0,407.48499101296807,1,1,407,0
Client - 18,"Ansvar, Additional insurance, Vagn","Annan olycka, Rental car, Annan olycka",2022,2022-07-22,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.0499918221198097,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-06-21,3062,0,3062,0,Personbil,Personbil Hel,3062,0,3062,1.054526910261884,3228.9613992218888,0.0,3228.9613992218888,1,1,3228,0
Client - 18,Partly own damage,Glass - repair,2023,2023-03-07,350,0,350,0,Personbil,Personbil Hel,350,0,350,1.0173176239356971,356.06116837749397,0.0,356.06116837749397,1,1,356,0
Client - 18,Partly own damage,Glass - replacement of windshield,2022,2022-02-21,2799,0,2799,0,Lätt lastbil,Lätt lastbil,2799,0,2799,1.0760148127716114,3011.7654609477404,0.0,3011.7654609477404,1,1,3011,0
Client - 18,Additional insurance,Rental car,2020,2020-07-13,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.1591170934207717,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - replacement of windshield,2023,2023-08-09,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0
Client - 18,Partly own damage,Glass - replacement of windshield,2021,2021-02-15,4740,0,4740,0,Personbil,Personbil Hel,4740,0,4740,1.138109015120565,5394.636731671479,0.0,5394.636731671479,1,1,5394,0
Client - 18,"Ansvar, Vagn, Additional insurance","Påkjørt parkert bil, Annan olycka, Rental car",2023,2023-05-11,0,10823,10823,0,Personbil,Personbil Hel,0,10823,10823,1.0101158457175077,0.0,10932.483798200585,10932.483798200585,1,1,10932,0
Client - 18,Additional insurance,Rental car,2022,2022-11-01,856,0,856,0,Personbil,Personbil Halv,856,0,856,1.0328665478267447,884.1337649396935,0.0,884.1337649396935,1,1,884,0
Client - 18,Bilansvar,Påkörd/bilolycka,2022,2022-11-10,0,0,0,0,,,0,0,0,1.0328665478267447,0.0,0.0,0.0,1,0,0,0
Client - 18,Kasko,Kört/backat på fasta föremål,2019,2019-02-08,8985,0,8985,0,Lätt lastbil,Lätt lastbil,8985,0,8985,1.200558420259328,10787.017406030061,0.0,10787.017406030061,1,1,10787,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2019,2019-06-06,26253,0,26253,0,Personbil,Personbil Hel,26253,0,26253,1.1857614996560415,31129.796650470056,0.0,31129.796650470056,1,1,31129,0
Client - 18,Vagn,Damage,2022,2022-03-26,0,0,0,0,Släp,Släp,0,0,0,1.06941858798354,0.0,0.0,0.0,1,0,0,0
Client - 18,"Additional insurance, Vagn","Rental car, Single vehicle accident",2022,2022-09-10,60637,0,60637,0,Personbil,Personbil Hel,60637,0,60637,1.041228241270539,63136.95686592167,0.0,63136.95686592167,1,1,63136,0
Client - 18,"Ansvar, Vagn, Additional insurance","Yield, Annan olycka, Rental car",2023,2023-03-10,0,10823,10823,0,Personbil,Personbil Hel,0,10823,10823,1.0173176239356971,0.0,11010.42864385605,11010.42864385605,1,1,11010,0
Client - 19,"Vagn, Ansvar","Annan olycka, Yield",2020,2020-01-13,0,0,0,0,Personbil,Personbil hel,0,0,0,1.1687322604768526,0.0,0.0,0.0,1,0,0,0
Client - 19,"Additional insurance, Kasko","Rental car, Kört/backat på fasta föremål",2020,2020-09-11,0,0,0,0,Personbil,Personbil hel,0,0,0,1.1542833305193285,0.0,0.0,0.0,1,0,0,0
Client - 19,Vagn,Damage,2020,2020-10-09,0,0,0,0,Personbil,Personbil hel,0,0,0,1.1508475973535237,0.0,0.0,0.0,1,0,0,0
Client - 19,Partly own damage,Glass - replacement of windshield,2019,2019-03-14,1625,0,1625,0,Personbil,Personbil Hel,1625,0,1625,1.1963179725577933,1944.016705406414,0.0,1944.016705406414,1,1,1944,0
Client - 19,"Additional insurance, Vagn","Rental car, Single vehicle accident",2019,2019-05-08,5180,0,5180,0,Personbil,Personbil Hel,5180,0,5180,1.1889382243053055,6158.700001901482,0.0,6158.700001901482,1,1,6158,0
Client - 19,Partly own damage,Glass - replacement of windshield,2019,2019-08-10,1355,0,1355,0,Brandfordon,Brandfordon,1355,0,1355,1.1799791046919559,1598.8716868576003,0.0,1598.8716868576003,1,1,1598,0
Client - 19,Kasko,Kört/backat på fasta föremål,2019,2019-03-07,1500,0,1500,0,Personbil,Personbil Hel,1500,0,1500,1.1963179725577933,1794.4769588366898,0.0,1794.4769588366898,1,1,1794,0
Client - 19,"Additional insurance, Vagn","Rental car, Annan olycka",2020,2020-02-13,10426,0,10426,0,Personbil,Personbil hel,10426,0,10426,1.1671869599566365,12169.091244507892,0.0,12169.091244507892,1,1,12169,0
Client - 19,Vagn,Single vehicle accident,2019,2019-07-11,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.1827713544079563,0.0,0.0,0.0,1,0,0,0
Client - 19,"Partly own damage, Additional insurance","Machine damage, Rental car",2019,2019-06-23,8559,0,8559,0,Personbil,Personbil Hel,8559,0,8559,1.1857614996560415,10148.93267555606,0.0,10148.93267555606,1,1,10148,0
