Client,CLAIM_TYPE,CLAIM_CAUSE,CLAIM_YEAR,DAMAGE_DATE,LAST_MONTH_NET_PAID,LAST_MONTH_REMAINING_RESERVES,LAST_MONTH_INCURRED,DEDUCTIBLE,FLEET_TYPE,FLEET_GROUP,Net paid adj,Reserves adj,Incurred adj,idx,Net paid idx,Reserves idx,Incurred idx,Incl. 0,Ex. 0,minor,major
Client - 10,Kasko,Annan olycka,2019,2019-02-15,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.200558420259328,0.0,0.0,0.0,1,0,0,0
Client - 10,Bilansvar,Påkörd/bilolycka,2019,2019-09-13,0,0,0,0,,,0,0,0,1.1775549542754817,0.0,0.0,0.0,1,0,0,0
Client - 10,"Ansvar, Vagn, Additional insurance","Påkjørt parkert bil, Annan olycka, Rental car",2020,2020-09-24,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.1542833305193285,0.0,0.0,0.0,1,0,0,0
Client - 10,"Ansvar, Additional insurance, Vagn","Påkjørt bakfra, Rental car, Annan olycka",2019,2019-09-13,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1775549542754817,0.0,0.0,0.0,1,0,0,0
Client - 10,"Vagn, Kasko","Annan olycka, Kört/backat på fasta föremål",2019,2019-12-08,10168,0,10168,0,Lätt lastbil,Lätt lastbil,10168,0,10168,1.1705609685452083,11902.263928167678,0.0,11902.263928167678,1,1,11902,0
Client - 10,Ansvar,Yield,2019,2019-10-07,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1752586153280005,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2020,2020-03-02,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1657876971211079,0.0,0.0,0.0,1,0,0,0
Client - 10,"Ansvar, Vagn, Additional insurance","Påkjørt parkert bil, Annan olycka, Rental car",2022,2022-02-02,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.0760148127716114,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Glass - replacement of windshield,2019,2019-04-26,3623,0,3623,0,Lätt lastbil,Lätt lastbil,3623,0,3623,1.1924174712054612,4320.128498177386,0.0,4320.128498177386,1,1,4320,0
Client - 10,"Ansvar, Additional insurance, Vagn","Yield, Rental car, Annan olycka",2020,2020-06-11,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1611101902209282,0.0,0.0,0.0,1,0,0,0
Client - 10,"Additional insurance, Ansvar, Vagn","Rental car, Påkjørt parkert bil, Annan olycka",2019,2019-10-07,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1752586153280005,0.0,0.0,0.0,1,0,0,0
Client - 10,"Vagn, Partly own damage","Annan olycka, Rescue",2020,2020-03-25,25036,0,25036,0,Personbil,Personbil Hel,25036,0,25036,1.1657876971211079,29186.660785124055,0.0,29186.660785124055,1,1,29186,0
Client - 10,"Additional insurance, Vagn","Rental car, Damage",2019,2019-05-31,2911,0,2911,0,Personbil,Personbil Hel,2911,0,2911,1.1889382243053055,3460.9991709527444,0.0,3460.9991709527444,1,1,3460,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2020,2020-11-26,12338,0,12338,0,Lätt lastbil,Lätt lastbil,12338,0,12338,1.1482108277162304,14166.625192362852,0.0,14166.625192362852,1,1,14166,0
Client - 10,"Vagn, Additional insurance","Single vehicle accident, Rental car",2022,2022-03-29,6175,0,6175,0,Personbil,Personbil Hel,6175,0,6175,1.06941858798354,6603.65978079836,0.0,6603.65978079836,1,1,6603,0
Client - 10,Partly own damage,Glass - replacement of windshield,2022,2022-11-18,4827,0,4827,0,Lätt lastbil,Lätt lastbil,4827,0,4827,1.0328665478267447,4985.646826359696,0.0,4985.646826359696,1,1,4985,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2023,2023-02-16,0,11257,11257,0,Lätt lastbil,Lätt lastbil,0,11257,11257,1.0210603684950852,0.0,11494.076568149174,11494.076568149174,1,1,11494,0
Client - 10,Partly own damage,Rescue,2021,2021-01-29,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.142055847439159,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2021,2021-11-10,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.093799709780107,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2021,2021-09-23,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.105121786731954,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Glass - replacement of windshield,2022,2022-08-03,7930,0,7930,0,Lätt lastbil,Lätt lastbil,7930,0,7930,1.0455592846950434,8291.285127631694,0.0,8291.285127631694,1,1,8291,0
Client - 10,Ansvar,Påkjørt parkert bil,2020,2020-11-16,22566,0,22566,0,Lätt lastbil,Lätt lastbil,22566,0,22566,1.1482108277162304,25910.525538244456,0.0,25910.525538244456,1,1,25910,0
Client - 10,"Vagn, Additional insurance","Single vehicle accident, Rental car",2023,2023-02-03,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0210603684950852,0.0,0.0,0.0,1,0,0,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2022,2022-08-03,3284,0,3284,0,Lätt lastbil,Lätt lastbil,3284,0,3284,1.0455592846950434,3433.616690938523,0.0,3433.616690938523,1,1,3433,0
Client - 10,Partly own damage,Glass - replacement of windshield,2019,2019-11-06,2604,0,2604,0,Personbil,Personbil Hel,2604,0,2604,1.1726796840969527,3053.657897388465,0.0,3053.657897388465,1,1,3053,0
Client - 10,"Vagn, Kasko","Annan olycka, Kört/backat på fasta föremål",2020,2020-04-27,21895,0,21895,0,Lätt lastbil,Lätt lastbil,21895,0,21895,1.164242831465623,25491.096794939815,0.0,25491.096794939815,1,1,25491,0
Client - 10,Partly own damage,Glass - replacement of windshield,2020,2020-02-16,3124,0,3124,0,Personbil,Personbil Halv,3124,0,3124,1.1671869599566365,3646.2920629045325,0.0,3646.2920629045325,1,1,3646,0
Client - 10,"Additional insurance, Vagn","Rental car, Annan olycka",2021,2021-05-04,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.124962624879171,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2022,2022-05-20,0,0,0,0,Personbil,Personbil Halv,0,0,0,1.0589936876090518,0.0,0.0,0.0,1,0,0,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2023,2023-02-16,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0210603684950852,0.0,0.0,0.0,1,0,0,0
Client - 10,"Ansvar, Vagn","Påkjørt parkert bil, Annan olycka",2019,2019-08-29,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.1799791046919559,0.0,0.0,0.0,1,0,0,0
Client - 10,Ansvar,Påkjørt parkert bil,2019,2019-09-06,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.1775549542754817,0.0,0.0,0.0,1,0,0,0
Client - 10,"Ansvar, Additional insurance, Vagn","Påkjørt parkert bil, Rental car, Annan olycka",2021,2021-07-30,24563,0,24563,0,Personbil,Personbil Hel,24563,0,24563,1.1147801077725092,27382.343787216145,0.0,27382.343787216145,1,1,27382,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2021,2021-09-01,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.105121786731954,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2021,2021-11-04,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.093799709780107,0.0,0.0,0.0,1,0,0,0
Client - 10,"Vagn, Additional insurance","Single vehicle accident, Rental car",2019,2019-12-31,3749,0,3749,0,Lätt lastbil,Lätt lastbil,3749,0,3749,1.1705609685452083,4388.433071075986,0.0,4388.433071075986,1,1,4388,0
Client - 10,"Partly own damage, Additional insurance","Machine damage, Rental car",2023,2023-07-10,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.0032868372062096,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2021,2021-05-27,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.124962624879171,0.0,0.0,0.0,1,0,0,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2022,2022-02-18,20458,0,20458,0,Personbil,Personbil Hel,20458,0,20458,1.0760148127716114,22013.111039681626,0.0,22013.111039681626,1,1,22013,0
Client - 10,Partly own damage,Rescue,2021,2021-08-12,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.110381205992676,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Glass - repair,2020,2020-04-14,300,0,300,0,Lätt lastbil,Lätt lastbil,300,0,300,1.164242831465623,349.2728494396869,0.0,349.2728494396869,1,1,349,0
Client - 10,Ansvar,Annan olycka,2021,2021-07-30,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1147801077725092,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Glass - repair,2021,2021-02-03,300,0,300,0,Lätt lastbil,Lätt lastbil,300,0,300,1.138109015120565,341.4327045361695,0.0,341.4327045361695,1,1,341,0
Client - 10,"Additional insurance, Partly own damage","Rental car, Machine damage",2022,2022-01-07,652,0,652,0,Personbil,Personbil Hel,652,0,652,1.0819545435889897,705.4343624200212,0.0,705.4343624200212,1,1,705,0
Client - 10,"Vagn, Vagn, Vagn","Annan olycka, Annan olycka, Annan olycka",2021,2021-09-07,0,0,0,0,Motorredskap,"Lastmaskin, hjullastare, grävlastare (oreg)",0,0,0,1.105121786731954,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Glass - repair,2023,2023-02-13,400,0,400,0,Lätt lastbil,Lätt lastbil,400,0,400,1.0210603684950852,408.42414739803405,0.0,408.42414739803405,1,1,408,0
Client - 10,"Additional insurance, Vagn, Ansvar","Rental car, Single vehicle accident, Hit property",2022,2022-11-07,21107,0,21107,0,Lätt lastbil,Lätt lastbil,21107,0,21107,1.0328665478267447,21800.7142249791,0.0,21800.7142249791,1,1,21800,0
Client - 10,Partly own damage,Glass - replacement of windshield,2022,2022-09-08,4851,0,4851,0,Lätt lastbil,Lätt lastbil,4851,0,4851,1.041228241270539,5050.998198403384,0.0,5050.998198403384,1,1,5050,0
Client - 10,Partly own damage,Glass - replacement of windshield,2021,2021-03-15,4838,0,4838,0,Lätt lastbil,Lätt lastbil,4838,0,4838,1.1346565716830876,5489.468493802778,0.0,5489.468493802778,1,1,5489,0
Client - 10,Partly own damage,Rescue,2020,2020-06-04,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1611101902209282,0.0,0.0,0.0,1,0,0,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2023,2023-01-03,16449,0,16449,0,Lätt lastbil,Lätt lastbil,16449,0,16449,1.0248988356562394,16858.56094770948,0.0,16858.56094770948,1,1,16858,0
Client - 10,Partly own damage,Glass - repair,2023,2023-04-13,474,0,474,0,Lätt lastbil,Lätt lastbil,474,0,474,1.0136697314539869,480.4794527091898,0.0,480.4794527091898,1,1,480,0
Client - 10,Partly own damage,Glass - replacement of windshield,2019,2019-12-10,2532,0,2532,0,Lätt lastbil,Lätt lastbil,2532,0,2532,1.1705609685452083,2963.8603723564675,0.0,2963.8603723564675,1,1,2963,0
Client - 10,Partly own damage,Glass - replacement of windshield,2020,2020-07-11,2385,0,2385,0,Lätt lastbil,Lätt lastbil,2385,0,2385,1.1591170934207717,2764.4942678085404,0.0,2764.4942678085404,1,1,2764,0
Client - 10,Partly own damage,Glass - replacement of windshield,2023,2023-02-22,4617,0,4617,0,Lätt lastbil,Lätt lastbil,4617,0,4617,1.0210603684950852,4714.235721341808,0.0,4714.235721341808,1,1,4714,0
Client - 10,"Vagn, Ansvar, Additional insurance","Annan olycka, Påkjørt parkert bil, Rental car",2023,2023-02-28,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0210603684950852,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Glass - repair,2020,2020-10-20,435,0,435,0,Personbil,Personbil Hel,435,0,435,1.1508475973535237,500.61870484878284,0.0,500.61870484878284,1,1,500,0
Client - 10,"Vagn, Additional insurance, Ansvar","Annan olycka, Rental car, Påkjørt parkert bil",2022,2022-12-27,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0288339214644617,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2020,2020-06-10,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.1611101902209282,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Rescue,2023,2023-06-07,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.0066551462666173,0.0,0.0,0.0,1,0,0,0
Client - 10,Partly own damage,Glass - replacement of windshield,2022,2022-09-29,2330,0,2330,0,Personbil,Personbil Hel,2330,0,2330,1.041228241270539,2426.061802160356,0.0,2426.061802160356,1,1,2426,0
Client - 10,"Additional insurance, Partly own damage","Rental car, Machine damage",2023,2023-02-17,0,0,0,0,Personbil,Personbil Hel,0,0,0,1.0210603684950852,0.0,0.0,0.0,1,0,0,0
Client - 10,"Additional insurance, Vagn","Rental car, Parking damage",2022,2022-07-27,22728,0,22728,0,Personbil,Personbil Hel,22728,0,22728,1.0499918221198097,23864.214133139034,0.0,23864.214133139034,1,1,23864,0
Client - 10,Partly own damage,Glass - repair,2019,2019-12-11,300,0,300,0,Lätt lastbil,Lätt lastbil,300,0,300,1.1705609685452083,351.1682905635625,0.0,351.1682905635625,1,1,351,0
Client - 10,"Additional insurance, Vagn","Rental car, Single vehicle accident",2020,2020-12-03,510,0,510,0,Lätt lastbil,Lätt lastbil,510,0,510,1.145550141445246,584.2305721370755,0.0,584.2305721370755,1,1,584,0
Client - 15,Partly own damage,Glass - repair,2019,2019-01-10,550,0,550,0,Brandfordon,Tung lastbil yrkestrafik,550,0,550,1.203864927191195,662.1257099551573,0.0,662.1257099551573,1,1,662,0
Client - 15,Vagn,Annan olycka,2019,2019-08-15,34930,0,34930,0,Brandfordon,Tung lastbil yrkestrafik,34930,0,34930,1.1799791046919559,41216.67012689002,0.0,41216.67012689002,1,1,41216,0
Client - 15,Partly own damage,Glass - replacement of windshield,2019,2019-06-14,2494,0,2494,0,Lätt lastbil,Lätt lastbil,2494,0,2494,1.1857614996560415,2957.2891801421674,0.0,2957.2891801421674,1,1,2957,0
Client - 15,Partly own damage,Glass - repair,2019,2019-03-04,550,0,550,0,Brandfordon,Lätt brandfordon,550,0,550,1.1963179725577933,657.9748849067863,0.0,657.9748849067863,1,1,657,0
Client - 15,Partly own damage,Glass - repair,2019,2019-01-29,550,0,550,0,Brandfordon,Tung lastbil yrkestrafik,550,0,550,1.203864927191195,662.1257099551573,0.0,662.1257099551573,1,1,662,0
Client - 15,"Additional insurance, Vagn","Rental car, Single vehicle accident",2020,2020-03-16,0,0,0,0,Lätt lastbil,Lätt lastbil,0,0,0,1.1657876971211079,0.0,0.0,0.0,1,0,0,0
Client - 15,"Additional insurance, Vagn","Rental car, Single vehicle accident",2020,2020-03-10,0,0,0,0,Brandfordon,Lätt brandfordon,0,0,0,1.1657876971211079,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Glass - repair,2019,2019-01-15,550,0,550,0,Brandfordon,Tung lastbil yrkestrafik,550,0,550,1.203864927191195,662.1257099551573,0.0,662.1257099551573,1,1,662,0
Client - 15,Vagn,Single vehicle accident,2020,2020-02-13,60540,0,60540,0,Brandfordon,Tung lastbil yrkestrafik,60540,0,60540,1.1671869599566365,70661.49855577477,0.0,70661.49855577477,1,1,70661,0
Client - 15,"Vagn, Ansvar, Additional insurance","Single vehicle accident, Hit property, Rental car",2021,2021-04-17,50600,0,50600,0,Brandfordon,Tung lastbil yrkestrafik,50600,0,50600,1.1295769084653227,57156.59156834533,0.0,57156.59156834533,1,1,57156,0
Client - 15,Partly own damage,Glass - repair,2019,2019-01-21,550,0,550,0,Brandfordon,Tung lastbil yrkestrafik,550,0,550,1.203864927191195,662.1257099551573,0.0,662.1257099551573,1,1,662,0
Client - 15,Partly own damage,Rescue,2021,2021-05-28,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.124962624879171,0.0,0.0,0.0,1,0,0,0
Client - 15,"Vagn, Additional insurance","Single vehicle accident, Rental car",2020,2020-05-06,21616,0,21616,0,Brandfordon,Tung lastbil yrkestrafik,21616,0,21616,1.1628357027876666,25135.8565514582,0.0,25135.8565514582,1,1,25135,0
Client - 15,"Additional insurance, Vagn","Rental car, Single vehicle accident",2020,2020-10-18,366736,0,366736,0,Brandfordon,Tung lastbil yrkestrafik,366736,0,366736,1.1508475973535237,422057.2444630419,0.0,422057.2444630419,1,1,0,422057
Client - 15,Partly own damage,Glass - repair,2019,2019-03-06,550,0,550,0,Personbil,Personbil Hel,550,0,550,1.1963179725577933,657.9748849067863,0.0,657.9748849067863,1,1,657,0
Client - 15,Partly own damage,Glass - repair,2019,2019-03-04,550,0,550,0,Brandfordon,Lätt brandfordon,550,0,550,1.1963179725577933,657.9748849067863,0.0,657.9748849067863,1,1,657,0
Client - 15,Partly own damage,Glass - replacement of windshield,2021,2021-07-15,3299,0,3299,0,Brandfordon,Tung lastbil yrkestrafik,3299,0,3299,1.1147801077725092,3677.659575541508,0.0,3677.659575541508,1,1,3677,0
Client - 15,Tyveri/Innbrudd,Stjålet,2019,2019-08-13,0,0,0,0,Terrängfordon,Terrängvagn,0,0,0,1.1799791046919559,0.0,0.0,0.0,1,0,0,0
Client - 15,Ansvar,Påkjørt parkert bil,2020,2020-05-20,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1628357027876666,0.0,0.0,0.0,1,0,0,0
Client - 15,"Ansvar, Ansvar","Påkjørt parkert bil, Påkjørt parkert bil",2019,2019-08-15,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1799791046919559,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Glass - replacement of windshield,2021,2021-02-07,2645,0,2645,0,Brandfordon,Tung lastbil yrkestrafik,2645,0,2645,1.138109015120565,3010.2983449938947,0.0,3010.2983449938947,1,1,3010,0
Client - 15,Ansvar,Påkjørt parkert bil,2019,2019-02-03,0,0,0,0,Brandfordon,Lätt brandfordon,0,0,0,1.200558420259328,0.0,0.0,0.0,1,0,0,0
Client - 15,"Additional insurance, Ansvar, Vagn","Rental car, Påkjørt parkert bil, Annan olycka",2020,2020-05-20,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1628357027876666,0.0,0.0,0.0,1,0,0,0
Client - 15,Ansvar,Møtekollisjon,2021,2021-12-25,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.0875911369863258,0.0,0.0,0.0,1,0,0,0
Client - 15,"Ansvar, Vagn, Additional insurance","Only personal injury, Annan olycka, Rental car",2019,2019-08-05,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1799791046919559,0.0,0.0,0.0,1,0,0,0
Client - 15,"Additional insurance, Vagn, Ansvar","Rental car, Annan olycka, Hit property",2022,2022-08-30,16445,0,16445,0,Brandfordon,Tung lastbil yrkestrafik,16445,0,16445,1.0455592846950434,17194.22243680999,0.0,17194.22243680999,1,1,17194,0
Client - 15,Partly own damage,Rescue,2020,2020-12-05,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.145550141445246,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Glass - repair,2020,2020-02-10,59,0,59,0,Brandfordon,Lätt brandfordon,59,0,59,1.1671869599566365,68.86403063744154,0.0,68.86403063744154,1,1,68,0
Client - 15,Ansvar,Hit property,2022,2022-09-05,17926,0,17926,0,Brandfordon,Lätt brandfordon,17926,0,17926,1.041228241270539,18665.05745301568,0.0,18665.05745301568,1,1,18665,0
Client - 15,Partly own damage,Glass - replacement of windshield,2021,2021-03-11,2931,0,2931,0,Brandfordon,Lätt brandfordon,2931,0,2931,1.1346565716830876,3325.67841160313,0.0,3325.67841160313,1,1,3325,0
Client - 15,Partly own damage,Glass - replacement of windshield,2019,2019-07-03,5093,0,5093,0,Brandfordon,Lätt brandfordon,5093,0,5093,1.1827713544079563,6023.854507999722,0.0,6023.854507999722,1,1,6023,0
Client - 15,Ansvar,Hit property,2019,2019-07-28,45513,0,45513,0,Brandfordon,Tung lastbil yrkestrafik,45513,0,45513,1.1827713544079563,53831.472653169316,0.0,53831.472653169316,1,1,53831,0
Client - 15,Partly own damage,Glass - replacement of windshield,2019,2019-08-01,5093,0,5093,0,Brandfordon,Lätt brandfordon,5093,0,5093,1.1799791046919559,6009.633580196131,0.0,6009.633580196131,1,1,6009,0
Client - 15,Ansvar,Annan olycka,2021,2021-12-25,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.0875911369863258,0.0,0.0,0.0,1,0,0,0
Client - 15,"Vagn, Additional insurance","Påkjørsel dyr, Rental car",2022,2022-01-20,0,0,0,0,Brandfordon,Lätt brandfordon,0,0,0,1.0819545435889897,0.0,0.0,0.0,1,0,0,0
Client - 15,Kasko,Påkjørt parkert bil,2020,2020-02-04,31997,0,31997,0,Lätt lastbil,Lätt lastbil,31997,0,31997,1.1671869599566365,37346.481157732494,0.0,37346.481157732494,1,1,37346,0
Client - 15,"Vagn, Ansvar","Annan olycka, Hit property",2020,2020-04-07,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.164242831465623,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Rescue,2021,2021-05-28,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.124962624879171,0.0,0.0,0.0,1,0,0,0
Client - 15,"Vagn, Additional insurance","Single vehicle accident, Rental car",2021,2021-05-28,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.124962624879171,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Glass - repair,2020,2020-02-11,59,0,59,0,Brandfordon,Lätt brandfordon,59,0,59,1.1671869599566365,68.86403063744154,0.0,68.86403063744154,1,1,68,0
Client - 15,Partly own damage,Glass - replacement of windshield,2020,2020-03-18,3567,0,3567,0,Personbil,Personbil Hel,3567,0,3567,1.1657876971211079,4158.364715630992,0.0,4158.364715630992,1,1,4158,0
Client - 15,Kasko,Ukjent / Ikke oppgitt,2019,2019-04-06,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1924174712054612,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Rescue,2021,2021-05-19,27106,0,27106,0,Brandfordon,Tung lastbil yrkestrafik,27106,0,27106,1.124962624879171,30493.23690997481,0.0,30493.23690997481,1,1,30493,0
Client - 15,Partly own damage,Glass - replacement of windshield,2019,2019-04-10,3471,0,3471,0,Brandfordon,Lätt brandfordon,3471,0,3471,1.1924174712054612,4138.881042554156,0.0,4138.881042554156,1,1,4138,0
Client - 15,Partly own damage,Glass - repair,2019,2019-02-28,550,0,550,0,Brandfordon,Tung lastbil yrkestrafik,550,0,550,1.200558420259328,660.3071311426304,0.0,660.3071311426304,1,1,660,0
Client - 15,"Ansvar, Vagn, Additional insurance","Påkjørt parkert bil, Annan olycka, Rental car",2020,2020-04-04,38028,0,38028,0,Brandfordon,Tung lastbil yrkestrafik,38028,0,38028,1.164242831465623,44273.82639497471,0.0,44273.82639497471,1,1,44273,0
Client - 15,Partly own damage,Rescue,2019,2019-07-26,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1827713544079563,0.0,0.0,0.0,1,0,0,0
Client - 15,Ansvar,Backat på annat fordon ,2019,2019-12-11,1000,0,1000,0,Brandfordon,Tung lastbil yrkestrafik,1000,0,1000,1.1705609685452083,1170.5609685452082,0.0,1170.5609685452082,1,1,1170,0
Client - 15,Partly own damage,Rescue,2020,2020-10-21,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1508475973535237,0.0,0.0,0.0,1,0,0,0
Client - 15,Ansvar,Hit property,2021,2021-04-29,27200,0,27200,0,Brandfordon,Tung lastbil yrkestrafik,27200,0,27200,1.1295769084653227,30724.491910256776,0.0,30724.491910256776,1,1,30724,0
Client - 15,Partly own damage,Glass - repair,2020,2020-09-02,500,0,500,0,Brandfordon,Lätt brandfordon,500,0,500,1.1542833305193285,577.1416652596643,0.0,577.1416652596643,1,1,577,0
Client - 15,Partly own damage,Rescue,2021,2021-06-01,3205,0,3205,0,Brandfordon,Tung lastbil yrkestrafik,3205,0,3205,1.1199557377618696,3589.4581395267924,0.0,3589.4581395267924,1,1,3589,0
Client - 15,"Ansvar, Additional insurance, Vagn","Feltskifte, Rental car, Annan olycka",2022,2022-06-17,27609,0,27609,0,Lätt lastbil,Lätt lastbil,27609,0,27609,1.054526910261884,29114.433465420352,0.0,29114.433465420352,1,1,29114,0
Client - 15,Partly own damage,Glass - repair,2020,2020-09-02,0,0,0,0,Brandfordon,Lätt brandfordon,0,0,0,1.1542833305193285,0.0,0.0,0.0,1,0,0,0
Client - 15,"Vagn, Ansvar, Additional insurance","Annan olycka, Påkjørt parkert bil, Rental car",2022,2022-12-15,14421,0,11537,0,Brandfordon,Tung lastbil yrkestrafik,14421,0,11537,1.0288339214644617,14836.813981439003,0.0,11869.656951935494,1,1,11869,0
Client - 15,Partly own damage,Glass - replacement of windshield,2019,2019-05-22,5093,0,5093,0,Brandfordon,Lätt brandfordon,5093,0,5093,1.1889382243053055,6055.262376386921,0.0,6055.262376386921,1,1,6055,0
Client - 15,Ansvar,Påkjørt parkert bil,2019,2019-08-15,0,0,0,0,Släp,Släp,0,0,0,1.1799791046919559,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Glass - replacement of windshield,2022,2022-09-09,4759,0,4759,0,Brandfordon,Tung lastbil yrkestrafik,4759,0,4759,1.041228241270539,4955.205200206495,0.0,4955.205200206495,1,1,4955,0
Client - 15,"Additional insurance, Vagn","Rental car, Parking damage",2022,2022-03-08,4498,0,4498,0,Brandfordon,Lätt brandfordon,4498,0,4498,1.06941858798354,4810.244808749963,0.0,4810.244808749963,1,1,4810,0
Client - 15,Ansvar,Only personal injury,2022,2022-02-10,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.0760148127716114,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Glass - replacement of windshield,2021,2021-09-22,2191,0,2191,0,Lätt lastbil,Lätt lastbil,2191,0,2191,1.105121786731954,2421.321834729711,0.0,2421.321834729711,1,1,2421,0
Client - 15,Partly own damage,Rescue,2019,2019-03-15,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.1963179725577933,0.0,0.0,0.0,1,0,0,0
Client - 15,Partly own damage,Glass - replacement of windshield,2021,2021-10-04,5699,0,5699,0,Brandfordon,Tung lastbil yrkestrafik,5699,0,5699,1.1000866940755794,6269.394069536726,0.0,6269.394069536726,1,1,6269,0
Client - 15,Partly own damage,Glass - replacement of windshield,2019,2019-05-02,2843,0,2843,0,Personbil,Personbil Halv,2843,0,2843,1.1889382243053055,3380.1513716999834,0.0,3380.1513716999834,1,1,3380,0
Client - 15,"Vagn, Additional insurance, Ansvar","Annan olycka, Rental car, Hit property",2023,2023-06-11,0,16238,16238,0,Brandfordon,Tung lastbil yrkestrafik,0,16238,16238,1.0066551462666173,0.0,16346.066265077332,16346.066265077332,1,1,16346,0
Client - 15,"Vagn, Additional insurance","Annan olycka, Rental car",2022,2022-01-20,0,0,0,0,Brandfordon,Tung lastbil yrkestrafik,0,0,0,1.0819545435889897,0.0,0.0,0.0,1,0,0,0
